FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus,
Placoneis elginensis,Placoneis elginensis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis elginensis (Gregory) Cox,Placoneis elginensis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis elginensis var cuneata,Placoneis elginensis var cuneata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis gastrum,Placoneis gastrum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis gastrum (Ehrenberg) Mereschkowsky,Placoneis gastrum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis hambergii,Placoneis hambergii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis hambergii (Hustedt) K Bruder in Bruder & Medlin,Placoneis hambergii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis hambergii (Hustedt) K. Bruder in Bruder & Medlin,Placoneis hambergii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis neglecta,Placoneis neglecta,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis paraelginensis,Placoneis paraelginensis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis placentula,Placoneis placentula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis porifera,Placoneis porifera,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis pseudanglica,Placoneis pseudanglica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis sp 1,Placoneis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis sp A SWAMP EWT,Placoneis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis subplacentula,Placoneis subplacentula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis symmetrica,Placoneis symmetrica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Placoneis undulata,Placoneis undulata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,
Plagiotropis,Plagiotropis,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,
Plagiotropis arizonica,Plagiotropis arizonica,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,
Plagiotropis cf lepidoptera JPK,Plagiotropis,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,
Plagiotropis lepidoptera,Plagiotropis lepidoptera,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,
Plagiotropis lepidoptera var proboscidea,Plagiotropis lepidoptera var proboscidea,Bacillariophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,
Planktolyngbya,Planktolyngbya,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,
Planktolyngbya cf limnetica,Planktolyngbya,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,
Planktolyngbya limnetica,Planktolyngbya limnetica,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,
Planktolyngbya sp 1,Planktolyngbya,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,
Planktothrix,Planktothrix,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,
Planktothrix agardhii,Planktothrix agardhii,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,
Planktothrix cf agardhii,Planktothrix,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,
Planotaenium,Planotaenium,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Planotaenium,
Planotaenium interruptum,Planotaenium interruptum,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Planotaenium,
Planothidium,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium abbreviatum,Planothidium abbreviatum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium apiculatum,Planothidium apiculatum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium biporomum,Planothidium biporomum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium calcar,Planothidium calcar,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf engelbrechtii,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf engelbrechtii SWAMP JPK,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf granum DWB,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf haynaldii,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf haynaldii DWB,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf minutissimum,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium cf rostratum R6 JPK,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium daui,Planothidium daui,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium delicatulum,Planothidium delicatulum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium dubium,Planothidium dubium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium dubium (Grunow) Round & Bukhtiyarova,Planothidium dubium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium engelbrechtii,Planothidium engelbrechtii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium frequentissimum,Planothidium frequentissimum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium granum,Planothidium granum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium granum (Hohn & Hellerman) Lange-Bertalot,Planothidium granum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium haukianum,Planothidium haukianum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium haynaldii,Planothidium haynaldii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium holstii,Planothidium holstii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium lanceolatoide,Planothidium lanceolatoide,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium lanceolatum,Planothidium lanceolatum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium lanceolatum var omissum,Planothidium lanceolatum var omissum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
"Planothidium lanceolatum var. omissum (C.W. Reimer) N.A. Andresen, E.F. Stoermer, & R.G. Kreis, Jr.",Planothidium lanceolatum var omissum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium minutissimum,Planothidium minutissimum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium oestrupii,Planothidium oestrupii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium peragallii,Planothidium peragallii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium pericavum,Planothidium pericavum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium pungens,Planothidium pungens,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium robustum,Planothidium robustum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium rostratum,Planothidium rostratum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium sp B SWAMP KB,Planothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Planothidium stewartii,Planothidium stewartii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,
Platessa,Platessa,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa bahlsii,Platessa bahlsii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa cf conspicua,Platessa,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa conspicua,Platessa conspicua,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa hustedtii,Platessa hustedtii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa kingstonii,Platessa kingstonii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa rupestris,Platessa rupestris,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Platessa sp 1,Platessa,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa,
Pleurocapsa,Pleurocapsa,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa,
Pleurocapsa cf minor,Pleurocapsa,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa,
Pleurocapsa minor,Pleurocapsa minor,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa,
Pleurocapsa minor Hansgirg,Pleurocapsa minor,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa,
Pleurocapsa sp 1,Pleurocapsa,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa,
Pleurocladia,Pleurocladia,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Pleurocladia,
Pleurocladia lacustris,Pleurocladia lacustris,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Pleurocladia,
Pleurosigma,Pleurosigma,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma angulatum,Pleurosigma angulatum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma delicatulum,Pleurosigma delicatulum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma elongatum,Pleurosigma elongatum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma elongatum W. Smith,Pleurosigma elongatum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma salinarum,Pleurosigma salinarum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma salinarum (Grunow) Grunow in Cleve & Grunow,Pleurosigma salinarum,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma sp 1 SCCWRP JPK,Pleurosigma,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosigma sp 1 SWAMP JPK,Pleurosigma,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,
Pleurosira,Pleurosira,Bacillariophyta,Coscinodiscophyceae,Triceratiales,Triceratiaceae,Pleurosira,
Pleurosira laevis,Pleurosira laevis,Bacillariophyta,Coscinodiscophyceae,Triceratiales,Triceratiaceae,Pleurosira,
Pleurotaenium,Pleurotaenium,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,
Pleurotaenium cf ehrenbergii,Pleurotaenium,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,
Pleurotaenium cf trabecula,Pleurotaenium,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,
Pleurotaenium ehrenbergii,Pleurotaenium ehrenbergii,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,
Pleurotaenium trabecula,Pleurotaenium trabecula,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,
Polylepidomonas,Polylepidomonas,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Polylepidomonas,
Polylepidomonas sp,Polylepidomonas,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Polylepidomonas,
Polylepidomonas sp 1,Polylepidomonas,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Polylepidomonas,
Prasiola,Prasiola,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Prasiola,
Prasiola cf mexicana,Prasiola,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Prasiola,
Prasiola mexicana,Prasiola mexicana,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Prasiola,
Prestauroneis,Prestauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Prestauroneis,
Prestauroneis integra,Prestauroneis integra,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Prestauroneis,
Prestauroneis integra (W Smith) Bruder in Bruder & Medlin,Prestauroneis integra,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Prestauroneis,
Prestauroneis integra (W. Smith) Bruder in Bruder & Medlin,Prestauroneis integra,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Prestauroneis,
Proschkinia,Proschkinia,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Proschkinia,
Proschkinia bulnheimii,Proschkinia bulnheimii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Proschkinia,
Proschkinia bulnheimii (Grunow) Karajeva,Proschkinia bulnheimii,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Proschkinia,
Protoderma,Protoderma,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Protoderma,
Protoderma cf viride,Protoderma,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Protoderma,
Protoderma viride,Protoderma viride,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Protoderma,
Psammodictyon,Psammodictyon,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,
Psammodictyon constrictum,Psammodictyon constrictum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,
"Psammodictyon constrictum (Gregory) Mann in Round, Crawford & Mann",Psammodictyon constrictum,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,
Psammothidium,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium abundans f rosenstockii,Psammothidium abundans,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium abundans fo. rosenstockii,Psammothidium abundans,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium abundans fo. rosenstockii (Lange-Bertalot in Lange-Bertalot & Krammer) Bukhtiyarova in Round & Bukhtiyarova,Psammothidium abundans,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium bioretii,Psammothidium bioretii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium cf curtissimum DWB,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium cf marginulatum SWAMP JPK,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium cf scoticum DWB,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium cf subatomoides,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium chlidanos,Psammothidium chlidanos,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium curtissimum,Psammothidium curtissimum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium daonense,Psammothidium daonense,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium didymum,Psammothidium didymum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium helveticum,Psammothidium helveticum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium lacus-vulcani,Psammothidium lacus-vulcani,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium lauenburgianum,Psammothidium lauenburgianum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidaceae,Psammothidium,
Psammothidium levanderi,Psammothidium levanderi,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium marginulatum,Psammothidium marginulatum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium rechtensis,Psammothidium rechtensis,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium rosenstockii,Psammothidium rosenstockii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium rossii,Psammothidium rossii,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium sacculum,Psammothidium sacculum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium sacculum (Carter) Bukhtiyarova in Bukhtiyarova & Round,Psammothidium sacculum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium scoticum,Psammothidium scoticum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium semiapertum,Psammothidium semiapertum,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium sp A SWAMP KB,Psammothidium,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium subatomoides,Psammothidium subatomoides,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,
Psammothidium subatomoides (Hustedt) Bukhtiyarova & Round,Psammothidium subatomoides,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidaceae,Psammothidium,
Pseudanabaena,Pseudanabaena mucicola,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudanabaena catenata,Pseudanabaena catenata,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudanabaena mucicola,Pseudanabaena mucicola,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudanabaena sp 1,Pseudanabaena,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudoanabaena,Pseudanabaena,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudoanabaena mucicola,Pseudanabaena mucicola,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudoanabaena sp 1,Pseudanabaena,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
Pseudocharaciopsis,Pseudocharaciopsis,Ochrophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Pseudocharaciopsis,
Pseudocharaciopsis cf minuta,Pseudocharaciopsis,Ochrophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Pseudocharaciopsis,
Pseudocharaciopsis minuta,Pseudocharaciopsis minuta,Ochrophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Pseudocharaciopsis,
Pseudocharaciopsis minuta (A. Braun) Hibberd,Pseudocharaciopsis minuta,Ochrophyta,Eustigmatophyceae,Eustigmatales,Pseudocharaciopsidaceae,Pseudocharaciopsis,
Pseudostaurosira,Pseudostaurosira,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira brevistriata,Pseudostaurosira brevistriata,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira brevistriata (Grunow in Van Heurck) Williams & Round,Pseudostaurosira brevistriata,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira cf brevistriata SWAMP JPK,Pseudostaurosira,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira cf elliptica SWAMP KB,Pseudostaurosira,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira elliptica,Pseudostaurosira elliptica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
"Pseudostaurosira elliptica (Schumann) Edlund, Morales & Spaulding",Pseudostaurosira elliptica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira microstriata,Pseudostaurosira microstriata,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira neoelliptica,Pseudostaurosira neoelliptica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira parasitica,Pseudostaurosira parasitica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira parasitica (Smith) Morales,Pseudostaurosira parasitica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira parasitica var subconstricta,Pseudostaurosira parasitica var subconstricta,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira parasitica var. subconstricta (Grunow) Morales,Pseudostaurosira parasitica var subconstricta,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira pseudoconstruens,Pseudostaurosira pseudoconstruens,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira pseudoconstruens (Marciniak) Williams & Round,Pseudostaurosira pseudoconstruens,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira robusta,Pseudostaurosira robusta,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira sp 1,Pseudostaurosira,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira sp 3,Pseudostaurosira,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira subsalina,Pseudostaurosira subsalina,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira subsalina (Hustedt) Morales,Pseudostaurosira subsalina,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosira trainorii,Pseudostaurosira trainorii,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosira,
Pseudostaurosiropsis,Pseudostaurosiropsis,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosiropsis,
Pseudostaurosiropsis connecticutensis,Pseudostaurosiropsis connecticutensis,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosiropsis,
Pseudostaurosiropsis sp 1,Pseudostaurosiropsis,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosiropsis,
Pteromonas,Pteromonas,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Pteromonas,
Pteromonas aequiciliata,Pteromonas aequiciliata,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Pteromonas,
Pteromonas cf aequiciliata,Pteromonas,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Pteromonas,
Pteromonas sp 1,Pteromonas,Chlorophyta,Chlorophyceae,Chlamydomonadales,Phacotaceae,Pteromonas,
Punctastriata,Punctastriata,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Punctastriata,
Punctastriata mimetica,Punctastriata mimetica,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Punctastriata,
Puncticulata bodanica,Puncticulata bodanica,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Puncticulata,
Puncticulata comta,Puncticulata comta,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Puncticulata,
Puncticulata radiosa,Puncticulata radiosa,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Puncticulata,
Quadrigula,Quadrigula,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Quadrigula,
Quadrigula cf closterioides,Quadrigula,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Quadrigula,
Quadrigula closterioides,Quadrigula closterioides,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Quadrigula,
Quadrigula sp 1,Quadrigula,Chlorophyta,Chlorophyceae,Sphaeropleales,Ankistrodesmaceae,Quadrigula,
Radiococcus,Radiococcus,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Radiococcus,
Radiococcus cf planktonicus,Radiococcus,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Radiococcus,
Radiococcus planktonicus,Radiococcus planktonicus,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Radiococcus,
Radiofilum,Radiofilum,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Radiofilum,
Radiofilum cf conjunctivum,Radiofilum,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Radiofilum,
Radiofilum conjunctivum,Radiofilum conjunctivum,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Radiofilum,
Reimeria,Reimeria,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,
